instance,HT_win_acc,HT_cum_acc,HAT_win_acc,HAT_cum_acc,NB_win_acc,NB_cum_acc
2271,40.0,0.0,36.0,0.0,40.0,0.0
2272,40.0,0.0,36.0,0.0,40.0,0.0
2273,40.0,0.0,36.0,0.0,40.0,0.0
2274,40.0,0.0,36.0,0.0,40.0,0.0
2275,40.0,0.0,36.0,0.0,40.0,0.0
2276,40.0,0.0,36.0,0.0,40.0,0.0
2277,40.0,0.0,36.0,0.0,40.0,0.0
2278,40.0,0.0,36.0,0.0,40.0,0.0
2279,40.0,0.0,36.0,0.0,40.0,0.0
2280,40.0,0.0,36.0,0.0,40.0,0.0
2281,40.0,0.0,36.0,0.0,40.0,0.0
2282,40.0,0.0,36.0,0.0,40.0,0.0
2283,40.0,0.0,36.0,0.0,40.0,0.0
2284,40.0,0.0,36.0,0.0,40.0,0.0
2285,40.0,0.0,36.0,0.0,40.0,0.0
2286,40.0,0.0,36.0,0.0,40.0,0.0
2287,40.0,0.0,36.0,0.0,40.0,0.0
2288,40.0,0.0,36.0,0.0,40.0,0.0
2289,40.0,0.0,36.0,0.0,40.0,0.0
2290,40.0,0.0,36.0,0.0,40.0,0.0
2291,40.0,0.0,36.0,0.0,40.0,0.0
2292,40.0,0.0,36.0,0.0,40.0,0.0
2293,40.0,0.0,36.0,0.0,40.0,0.0
2294,40.0,0.0,36.0,0.0,40.0,0.0
2295,40.0,0.0,36.0,0.0,40.0,0.0
2296,40.0,0.0,36.0,0.0,40.0,0.0
2297,40.0,0.0,36.0,0.0,40.0,0.0
2298,40.0,0.0,36.0,0.0,40.0,0.0
2299,40.0,0.0,36.0,0.0,40.0,0.0
2300,40.0,0.0,36.0,0.0,40.0,0.0
2301,40.0,0.0,36.0,0.0,40.0,0.0
2302,40.0,0.0,36.0,0.0,40.0,0.0
2303,40.0,0.0,36.0,0.0,40.0,0.0
2304,40.0,0.0,36.0,0.0,40.0,0.0
2305,40.0,0.0,36.0,0.0,40.0,0.0
2306,40.0,0.0,36.0,0.0,40.0,0.0
2307,40.0,0.0,36.0,0.0,40.0,0.0
2308,40.0,0.0,36.0,0.0,40.0,0.0
2309,40.0,0.0,36.0,0.0,40.0,0.0
2310,40.0,0.0,36.0,0.0,40.0,0.0
2311,40.0,0.0,36.0,0.0,40.0,0.0
2312,40.0,0.0,36.0,0.0,40.0,0.0
2313,40.0,0.0,36.0,0.0,40.0,0.0
2314,40.0,0.0,36.0,0.0,40.0,0.0
2315,40.0,0.0,36.0,0.0,40.0,0.0
2316,40.0,0.0,36.0,0.0,40.0,0.0
2317,40.0,0.0,36.0,0.0,40.0,0.0
2318,40.0,0.0,36.0,0.0,40.0,0.0
2319,40.0,0.0,36.0,0.0,40.0,0.0
2320,40.0,0.0,36.0,0.0,40.0,0.0
2321,40.0,0.0,36.0,0.0,40.0,0.0
2322,40.0,0.0,36.0,0.0,40.0,0.0
2323,40.0,0.0,36.0,0.0,40.0,0.0
2324,40.0,0.0,36.0,0.0,40.0,0.0
2325,40.0,0.0,36.0,0.0,40.0,0.0
2326,40.0,0.0,36.0,0.0,40.0,0.0
2327,40.0,0.0,36.0,0.0,40.0,0.0
2328,40.0,0.0,36.0,0.0,40.0,0.0
2329,40.0,0.0,36.0,0.0,40.0,0.0
2330,40.0,0.0,36.0,0.0,40.0,0.0
2331,40.0,0.0,36.0,0.0,40.0,0.0
2332,40.0,0.0,36.0,0.0,40.0,0.0
2333,40.0,0.0,36.0,0.0,40.0,0.0
2334,40.0,0.0,36.0,0.0,40.0,0.0
2335,40.0,0.0,36.0,0.0,40.0,0.0
2336,40.0,0.0,36.0,0.0,40.0,0.0
2337,40.0,0.0,36.0,0.0,40.0,0.0
2338,40.0,0.0,36.0,0.0,40.0,0.0
2339,40.0,0.0,36.0,0.0,40.0,0.0
2340,40.0,0.0,36.0,0.0,40.0,0.0
2341,40.0,0.0,36.0,0.0,40.0,0.0
2342,40.0,0.0,36.0,0.0,40.0,0.0
2343,40.0,0.0,36.0,0.0,40.0,0.0
2344,40.0,0.0,36.0,0.0,40.0,0.0
2345,40.0,0.0,36.0,0.0,40.0,0.0
2346,40.0,0.0,36.0,0.0,40.0,0.0
2347,40.0,0.0,36.0,0.0,40.0,0.0
2348,40.0,0.0,36.0,0.0,40.0,0.0
2349,40.0,0.0,36.0,0.0,40.0,0.0
2350,40.0,0.0,36.0,0.0,40.0,0.0
2351,40.0,0.0,36.0,0.0,40.0,0.0
2352,40.0,0.0,36.0,0.0,40.0,0.0
2353,40.0,0.0,36.0,0.0,40.0,0.0
2354,40.0,0.0,36.0,0.0,40.0,0.0
2355,40.0,0.0,36.0,0.0,40.0,0.0
2356,40.0,0.0,36.0,0.0,40.0,0.0
2357,40.0,0.0,36.0,0.0,40.0,0.0
2358,40.0,0.0,36.0,0.0,40.0,0.0
2359,40.0,0.0,36.0,0.0,40.0,0.0
2360,40.0,0.0,36.0,0.0,40.0,0.0
2361,40.0,0.0,36.0,0.0,40.0,0.0
2362,40.0,0.0,36.0,0.0,40.0,0.0
2363,40.0,0.0,36.0,0.0,40.0,0.0
2364,40.0,0.0,36.0,0.0,40.0,0.0
2365,40.0,0.0,36.0,0.0,40.0,0.0
2366,40.0,0.0,36.0,0.0,40.0,0.0
2367,40.0,0.0,36.0,0.0,40.0,0.0
2368,40.0,0.0,36.0,0.0,40.0,0.0
2369,40.0,0.0,36.0,0.0,40.0,0.0
2370,40.0,0.0,36.0,0.0,40.0,0.0
2371,40.0,0.0,36.0,0.0,40.0,0.0
2372,40.0,0.0,36.0,0.0,40.0,0.0
2373,40.0,0.0,36.0,0.0,40.0,0.0
2374,40.0,0.0,36.0,0.0,40.0,0.0
2375,40.0,0.0,36.0,0.0,40.0,0.0
2376,40.0,0.0,36.0,0.0,40.0,0.0
2377,40.0,0.0,36.0,0.0,40.0,0.0
2378,40.0,0.0,36.0,0.0,40.0,0.0
2379,40.0,0.0,36.0,0.0,40.0,0.0
2380,40.0,0.0,36.0,0.0,40.0,0.0
2381,40.0,0.0,36.0,0.0,40.0,0.0
2382,40.0,0.0,36.0,0.0,40.0,0.0
2383,40.0,0.0,36.0,0.0,40.0,0.0
2384,40.0,0.0,36.0,0.0,40.0,0.0
2385,40.0,0.0,36.0,0.0,40.0,0.0
2386,40.0,0.0,36.0,0.0,40.0,0.0
2387,40.0,0.0,36.0,0.0,40.0,0.0
2388,40.0,0.0,36.0,0.0,40.0,0.0
2389,40.0,0.0,36.0,0.0,40.0,0.0
2390,40.0,0.0,36.0,0.0,40.0,0.0
2391,40.0,0.0,36.0,0.0,40.0,0.0
2392,40.0,0.0,36.0,0.0,40.0,0.0
2393,40.0,0.0,36.0,0.0,40.0,0.0
2394,40.0,0.0,36.0,0.0,40.0,0.0
2395,40.0,0.0,36.0,0.0,40.0,0.0
2396,40.0,0.0,36.0,0.0,40.0,0.0
2397,40.0,0.0,36.0,0.0,40.0,0.0
2398,40.0,0.0,36.0,0.0,40.0,0.0
2399,40.0,0.0,36.0,0.0,40.0,0.0
2400,40.0,0.0,36.0,0.0,40.0,0.0
2401,40.0,0.0,36.0,0.0,40.0,0.0
2402,40.0,0.0,36.0,0.0,40.0,0.0
2403,40.0,0.0,36.0,0.0,40.0,0.0
2404,40.0,0.0,36.0,0.0,40.0,0.0
2405,40.0,0.0,36.0,0.0,40.0,0.0
2406,40.0,0.0,36.0,0.0,40.0,0.0
2407,40.0,0.0,36.0,0.0,40.0,0.0
2408,40.0,0.0,36.0,0.0,40.0,0.0
2409,40.0,0.0,36.0,0.0,40.0,0.0
2410,40.0,0.0,36.0,0.0,40.0,0.0
2411,40.0,0.0,36.0,0.0,40.0,0.0
2412,40.0,0.0,36.0,0.0,40.0,0.0
2413,40.0,0.0,36.0,0.0,40.0,0.0
2414,40.0,0.0,36.0,0.0,40.0,0.0
2415,40.0,0.0,36.0,0.0,40.0,0.0
2416,40.0,0.0,36.0,0.0,40.0,0.0
2417,40.0,0.0,36.0,0.0,40.0,0.0
2418,40.0,0.0,36.0,0.0,40.0,0.0
2419,40.0,0.0,36.0,0.0,40.0,0.0
2420,40.0,0.0,36.0,0.0,40.0,0.0
2421,40.0,0.0,36.0,0.0,40.0,0.0
2422,40.0,0.0,36.0,0.0,40.0,0.0
2423,40.0,0.0,36.0,0.0,40.0,0.0
2424,40.0,0.0,36.0,0.0,40.0,0.0
2425,40.0,0.0,36.0,0.0,40.0,0.0
2426,40.0,0.0,36.0,0.0,40.0,0.0
2427,40.0,0.0,36.0,0.0,40.0,0.0
2428,40.0,0.0,36.0,0.0,40.0,0.0
2429,40.0,0.0,36.0,0.0,40.0,0.0
2430,40.0,0.0,36.0,0.0,40.0,0.0
2431,40.0,0.0,36.0,0.0,40.0,0.0
2432,40.0,0.0,36.0,0.0,40.0,0.0
2433,40.0,0.0,36.0,0.0,40.0,0.0
2434,40.0,0.0,36.0,0.0,40.0,0.0
2435,40.0,0.0,36.0,0.0,40.0,0.0
2436,40.0,0.0,36.0,0.0,40.0,0.0
2437,40.0,0.0,36.0,0.0,40.0,0.0
2438,40.0,0.0,36.0,0.0,40.0,0.0
2439,40.0,0.0,36.0,0.0,40.0,0.0
2440,40.0,0.0,36.0,0.0,40.0,0.0
2441,40.0,0.0,36.0,0.0,40.0,0.0
2442,40.0,0.0,36.0,0.0,40.0,0.0
2443,40.0,0.0,36.0,0.0,40.0,0.0
2444,40.0,0.0,36.0,0.0,40.0,0.0
2445,40.0,0.0,36.0,0.0,40.0,0.0
2446,40.0,0.0,36.0,0.0,40.0,0.0
2447,40.0,0.0,36.0,0.0,40.0,0.0
2448,40.0,0.0,36.0,0.0,40.0,0.0
2449,40.0,0.0,36.0,0.0,40.0,0.0
2450,40.0,0.0,36.0,0.0,40.0,0.0
2451,40.0,0.0,36.0,0.0,40.0,0.0
2452,40.0,0.0,36.0,0.0,40.0,0.0
2453,40.0,0.0,36.0,0.0,40.0,0.0
2454,40.0,0.0,36.0,0.0,40.0,0.0
2455,40.0,0.0,36.0,0.0,40.0,0.0
2456,40.0,0.0,36.0,0.0,40.0,0.0
2457,40.0,0.0,36.0,0.0,40.0,0.0
2458,40.0,0.0,36.0,0.0,40.0,0.0
2459,40.0,0.0,36.0,0.0,40.0,0.0
2460,40.0,0.0,36.0,0.0,40.0,0.0
2461,40.0,0.0,36.0,0.0,40.0,0.0
2462,40.0,0.0,36.0,0.0,40.0,0.0
2463,40.0,0.0,36.0,0.0,40.0,0.0
2464,40.0,0.0,36.0,0.0,40.0,0.0
2465,40.0,0.0,36.0,0.0,40.0,0.0
2466,40.0,0.0,36.0,0.0,40.0,0.0
2467,40.0,0.0,36.0,0.0,40.0,0.0
2468,40.0,0.0,36.0,0.0,40.0,0.0
2469,40.0,0.0,36.0,0.0,40.0,0.0
2470,40.0,0.0,36.0,0.0,40.0,0.0
2471,40.0,0.0,36.0,0.0,40.0,0.0
2472,40.0,0.0,36.0,0.0,40.0,0.0
2473,40.0,0.0,36.0,0.0,40.0,0.0
2474,40.0,0.0,36.0,0.0,40.0,0.0
2475,40.0,0.0,36.0,0.0,40.0,0.0
2476,40.0,0.0,36.0,0.0,40.0,0.0
2477,40.0,0.0,36.0,0.0,40.0,0.0
2478,40.0,0.0,36.0,0.0,40.0,0.0
2479,40.0,0.0,36.0,0.0,40.0,0.0
2480,40.0,0.0,36.0,0.0,40.0,0.0
2481,40.0,0.0,36.0,0.0,40.0,0.0
2482,40.0,0.0,36.0,0.0,40.0,0.0
2483,40.0,0.0,36.0,0.0,40.0,0.0
2484,40.0,0.0,36.0,0.0,40.0,0.0
2485,40.0,0.0,36.0,0.0,40.0,0.0
2486,40.0,0.0,36.0,0.0,40.0,0.0
2487,40.0,0.0,36.0,0.0,40.0,0.0
2488,40.0,0.0,36.0,0.0,40.0,0.0
2489,40.0,0.0,36.0,0.0,40.0,0.0
2490,40.0,0.0,36.0,0.0,40.0,0.0
2491,40.0,0.0,36.0,0.0,40.0,0.0
2492,40.0,0.0,36.0,0.0,40.0,0.0
2493,40.0,0.0,36.0,0.0,40.0,0.0
2494,40.0,0.0,36.0,0.0,40.0,0.0
2495,40.0,0.0,36.0,0.0,40.0,0.0
2496,40.0,0.0,36.0,0.0,40.0,0.0
2497,40.0,0.0,36.0,0.0,40.0,0.0
2498,40.0,0.0,36.0,0.0,40.0,0.0
2499,40.0,0.0,36.0,0.0,40.0,0.0
2500,40.0,0.0,36.0,0.0,40.0,0.0
2501,40.0,0.0,36.0,0.0,40.0,0.0
2502,40.0,0.0,36.0,0.0,40.0,0.0
2503,40.0,0.0,36.0,0.0,40.0,0.0
2504,40.0,0.0,36.0,0.0,40.0,0.0
2505,40.0,0.0,36.0,0.0,40.0,0.0
2506,40.0,0.0,36.0,0.0,40.0,0.0
2507,40.0,0.0,36.0,0.0,40.0,0.0
2508,40.0,0.0,36.0,0.0,40.0,0.0
2509,40.0,0.0,36.0,0.0,40.0,0.0
2510,40.0,0.0,36.0,0.0,40.0,0.0
2511,40.0,0.0,36.0,0.0,40.0,0.0
2512,40.0,0.0,36.0,0.0,40.0,0.0
2513,40.0,0.0,36.0,0.0,40.0,0.0
2514,40.0,0.0,36.0,0.0,40.0,0.0
2515,40.0,0.0,36.0,0.0,40.0,0.0
2516,40.0,0.0,36.0,0.0,40.0,0.0
2517,40.0,0.0,36.0,0.0,40.0,0.0
2518,40.0,0.0,36.0,0.0,40.0,0.0
2519,40.0,0.0,36.0,0.0,40.0,0.0
2520,40.0,0.0,36.0,0.0,40.0,0.0
2521,40.0,0.0,36.0,0.0,40.0,0.0
2522,40.0,0.0,36.0,0.0,40.0,0.0
2523,40.0,0.0,36.0,0.0,40.0,0.0
2524,40.0,0.0,36.0,0.0,40.0,0.0
2525,40.0,0.0,36.0,0.0,40.0,0.0
2526,40.0,0.0,36.0,0.0,40.0,0.0
2527,40.0,0.0,36.0,0.0,40.0,0.0
2528,40.0,0.0,36.0,0.0,40.0,0.0
2529,40.0,0.0,36.0,0.0,40.0,0.0
2530,40.0,0.0,36.0,0.0,40.0,0.0
2531,40.0,0.0,36.0,0.0,40.0,0.0
2532,40.0,0.0,36.0,0.0,40.0,0.0
2533,40.0,0.0,36.0,0.0,40.0,0.0
2534,40.0,0.0,36.0,0.0,40.0,0.0
2535,40.0,0.0,36.0,0.0,40.0,0.0
2536,40.0,0.0,36.0,0.0,40.0,0.0
2537,40.0,0.0,36.0,0.0,40.0,0.0
2538,40.0,0.0,36.0,0.0,40.0,0.0
2539,40.0,0.0,36.0,0.0,40.0,0.0
2540,40.0,0.0,36.0,0.0,40.0,0.0
2541,40.0,0.0,36.0,0.0,40.0,0.0
2542,40.0,0.0,36.0,0.0,40.0,0.0
2543,40.0,0.0,36.0,0.0,40.0,0.0
2544,40.0,0.0,36.0,0.0,40.0,0.0
2545,40.0,0.0,36.0,0.0,40.0,0.0
2546,40.0,0.0,36.0,0.0,40.0,0.0
2547,40.0,0.0,36.0,0.0,40.0,0.0
2548,40.0,0.0,36.0,0.0,40.0,0.0
2549,40.0,0.0,36.0,0.0,40.0,0.0
2550,40.0,0.0,36.0,0.0,40.0,0.0
2551,40.0,0.0,36.0,0.0,40.0,0.0
2552,40.0,0.0,36.0,0.0,40.0,0.0
2553,40.0,0.0,36.0,0.0,40.0,0.0
2554,40.0,0.0,36.0,0.0,40.0,0.0
2555,40.0,0.0,36.0,0.0,40.0,0.0
2556,40.0,0.0,36.0,0.0,40.0,0.0
2557,40.0,0.0,36.0,0.0,40.0,0.0
2558,40.0,0.0,36.0,0.0,40.0,0.0
2559,40.0,0.0,36.0,0.0,40.0,0.0
2560,40.0,0.0,36.0,0.0,40.0,0.0
2561,40.0,0.0,36.0,0.0,40.0,0.0
2562,40.0,0.0,36.0,0.0,40.0,0.0
2563,40.0,0.0,36.0,0.0,40.0,0.0
2564,40.0,0.0,36.0,0.0,40.0,0.0
2565,40.0,0.0,36.0,0.0,40.0,0.0
2566,40.0,0.0,36.0,0.0,40.0,0.0
2567,40.0,0.0,36.0,0.0,40.0,0.0
2568,40.0,0.0,36.0,0.0,40.0,0.0
2569,40.0,0.0,36.0,0.0,40.0,0.0
2570,40.0,0.0,36.0,0.0,40.0,0.0
2571,40.0,0.0,36.0,0.0,40.0,0.0
2572,40.0,0.0,36.0,0.0,40.0,0.0
2573,40.0,0.0,36.0,0.0,40.0,0.0
2574,40.0,0.0,36.0,0.0,40.0,0.0
2575,40.0,0.0,36.0,0.0,40.0,0.0
2576,40.0,0.0,36.0,0.0,40.0,0.0
2577,40.0,0.0,36.0,0.0,40.0,0.0
2578,40.0,0.0,36.0,0.0,40.0,0.0
2579,40.0,0.0,36.0,0.0,40.0,0.0
2580,40.0,0.0,36.0,0.0,40.0,0.0
2581,40.0,0.0,36.0,0.0,40.0,0.0
2582,40.0,0.0,36.0,0.0,40.0,0.0
2583,40.0,0.0,36.0,0.0,40.0,0.0
2584,40.0,0.0,36.0,0.0,40.0,0.0
2585,40.0,0.0,36.0,0.0,40.0,0.0
2586,40.0,0.0,36.0,0.0,40.0,0.0
2587,40.0,0.0,36.0,0.0,40.0,0.0
2588,40.0,0.0,36.0,0.0,40.0,0.0
2589,40.0,0.0,36.0,0.0,40.0,0.0
2590,40.0,0.0,36.0,0.0,40.0,0.0
2591,40.0,0.0,36.0,0.0,40.0,0.0
2592,40.0,0.0,36.0,0.0,40.0,0.0
2593,40.0,0.0,36.0,0.0,40.0,0.0
2594,40.0,0.0,36.0,0.0,40.0,0.0
2595,40.0,0.0,36.0,0.0,40.0,0.0
2596,40.0,0.0,36.0,0.0,40.0,0.0
2597,40.0,0.0,36.0,0.0,40.0,0.0
2598,40.0,0.0,36.0,0.0,40.0,0.0
2599,40.0,0.0,36.0,0.0,40.0,0.0
2600,40.0,0.0,36.0,0.0,40.0,0.0
2601,40.0,0.0,36.0,0.0,40.0,0.0
2602,40.0,0.0,36.0,0.0,40.0,0.0
2603,40.0,0.0,36.0,0.0,40.0,0.0
2604,40.0,0.0,36.0,0.0,40.0,0.0
2605,40.0,0.0,36.0,0.0,40.0,0.0
2606,40.0,0.0,36.0,0.0,40.0,0.0
2607,40.0,0.0,36.0,0.0,40.0,0.0
2608,40.0,0.0,36.0,0.0,40.0,0.0
2609,40.0,0.0,36.0,0.0,40.0,0.0
2610,40.0,0.0,36.0,0.0,40.0,0.0
2611,40.0,0.0,36.0,0.0,40.0,0.0
2612,40.0,0.0,36.0,0.0,40.0,0.0
2613,40.0,0.0,36.0,0.0,40.0,0.0
2614,40.0,0.0,36.0,0.0,40.0,0.0
2615,40.0,0.0,36.0,0.0,40.0,0.0
2616,40.0,0.0,36.0,0.0,40.0,0.0
2617,40.0,0.0,36.0,0.0,40.0,0.0
2618,40.0,0.0,36.0,0.0,40.0,0.0
2619,40.0,0.0,36.0,0.0,40.0,0.0
2620,40.0,0.0,36.0,0.0,40.0,0.0
2621,40.0,0.0,36.0,0.0,40.0,0.0
2622,40.0,0.0,36.0,0.0,40.0,0.0
2623,40.0,0.0,36.0,0.0,40.0,0.0
2624,40.0,0.0,36.0,0.0,40.0,0.0
2625,40.0,0.0,36.0,0.0,40.0,0.0
2626,40.0,0.0,36.0,0.0,40.0,0.0
2627,40.0,0.0,36.0,0.0,40.0,0.0
2628,40.0,0.0,36.0,0.0,40.0,0.0
2629,40.0,0.0,36.0,0.0,40.0,0.0
2630,40.0,0.0,36.0,0.0,40.0,0.0
2631,40.0,0.0,36.0,0.0,40.0,0.0
2632,40.0,0.0,36.0,0.0,40.0,0.0
2633,40.0,0.0,36.0,0.0,40.0,0.0
2634,40.0,0.0,36.0,0.0,40.0,0.0
2635,40.0,0.0,36.0,0.0,40.0,0.0
2636,40.0,0.0,36.0,0.0,40.0,0.0
2637,40.0,0.0,36.0,0.0,40.0,0.0
2638,40.0,0.0,36.0,0.0,40.0,0.0
2639,40.0,0.0,36.0,0.0,40.0,0.0
2640,40.0,0.0,36.0,0.0,40.0,0.0
2641,40.0,0.0,36.0,0.0,40.0,0.0
2642,40.0,0.0,36.0,0.0,40.0,0.0
2643,40.0,0.0,36.0,0.0,40.0,0.0
2644,40.0,0.0,36.0,0.0,40.0,0.0
2645,40.0,0.0,36.0,0.0,40.0,0.0
2646,40.0,0.0,36.0,0.0,40.0,0.0
2647,40.0,0.0,36.0,0.0,40.0,0.0
2648,40.0,0.0,36.0,0.0,40.0,0.0
2649,40.0,0.0,36.0,0.0,40.0,0.0
2650,40.0,0.0,36.0,0.0,40.0,0.0
2651,40.0,0.0,36.0,0.0,40.0,0.0
2652,40.0,0.0,36.0,0.0,40.0,0.0
2653,40.0,0.0,36.0,0.0,40.0,0.0
2654,40.0,0.0,36.0,0.0,40.0,0.0
2655,40.0,0.0,36.0,0.0,40.0,0.0
2656,40.0,0.0,36.0,0.0,40.0,0.0
2657,40.0,0.0,36.0,0.0,40.0,0.0
2658,40.0,0.0,36.0,0.0,40.0,0.0
2659,40.0,0.0,36.0,0.0,40.0,0.0
2660,40.0,0.0,36.0,0.0,40.0,0.0
2661,40.0,0.0,36.0,0.0,40.0,0.0
2662,40.0,0.0,36.0,0.0,40.0,0.0
2663,40.0,0.0,36.0,0.0,40.0,0.0
2664,40.0,0.0,36.0,0.0,40.0,0.0
2665,40.0,0.0,36.0,0.0,40.0,0.0
2666,40.0,0.0,36.0,0.0,40.0,0.0
2667,40.0,0.0,36.0,0.0,40.0,0.0
2668,40.0,0.0,36.0,0.0,40.0,0.0
2669,40.0,0.0,36.0,0.0,40.0,0.0
2670,40.0,0.0,36.0,0.0,40.0,0.0
2671,40.0,0.0,36.0,0.0,40.0,0.0
2672,40.0,0.0,36.0,0.0,40.0,0.0
2673,40.0,0.0,36.0,0.0,40.0,0.0
2674,40.0,0.0,36.0,0.0,40.0,0.0
2675,40.0,0.0,36.0,0.0,40.0,0.0
2676,40.0,0.0,36.0,0.0,40.0,0.0
2677,40.0,0.0,36.0,0.0,40.0,0.0
2678,40.0,0.0,36.0,0.0,40.0,0.0
2679,40.0,0.0,36.0,0.0,40.0,0.0
2680,40.0,0.0,36.0,0.0,40.0,0.0
2681,40.0,0.0,36.0,0.0,40.0,0.0
2682,40.0,0.0,36.0,0.0,40.0,0.0
2683,40.0,0.0,36.0,0.0,40.0,0.0
2684,40.0,0.0,36.0,0.0,40.0,0.0
2685,40.0,0.0,36.0,0.0,40.0,0.0
2686,40.0,0.0,36.0,0.0,40.0,0.0
2687,40.0,0.0,36.0,0.0,40.0,0.0
2688,40.0,0.0,36.0,0.0,40.0,0.0
2689,40.0,0.0,36.0,0.0,40.0,0.0
2690,40.0,0.0,36.0,0.0,40.0,0.0
2691,40.0,0.0,36.0,0.0,40.0,0.0
2692,40.0,0.0,36.0,0.0,40.0,0.0
2693,40.0,0.0,36.0,0.0,40.0,0.0
2694,40.0,0.0,36.0,0.0,40.0,0.0
2695,40.0,0.0,36.0,0.0,40.0,0.0
2696,40.0,0.0,36.0,0.0,40.0,0.0
2697,40.0,0.0,36.0,0.0,40.0,0.0
2698,40.0,0.0,36.0,0.0,40.0,0.0
2699,40.0,0.0,36.0,0.0,40.0,0.0
2700,40.0,0.0,36.0,0.0,40.0,0.0
2701,40.0,0.0,36.0,0.0,40.0,0.0
2702,40.0,0.0,36.0,0.0,40.0,0.0
2703,40.0,0.0,36.0,0.0,40.0,0.0
2704,40.0,0.0,36.0,0.0,40.0,0.0
2705,40.0,0.0,36.0,0.0,40.0,0.0
2706,40.0,0.0,36.0,0.0,40.0,0.0
2707,40.0,0.0,36.0,0.0,40.0,0.0
2708,40.0,0.0,36.0,0.0,40.0,0.0
2709,40.0,0.0,36.0,0.0,40.0,0.0
2710,40.0,0.0,36.0,0.0,40.0,0.0
2711,40.0,0.0,36.0,0.0,40.0,0.0
2712,40.0,0.0,36.0,0.0,40.0,0.0
2713,40.0,0.0,36.0,0.0,40.0,0.0
2714,40.0,0.0,36.0,0.0,40.0,0.0
2715,40.0,0.0,36.0,0.0,40.0,0.0
2716,40.0,0.0,36.0,0.0,40.0,0.0
2717,40.0,0.0,36.0,0.0,40.0,0.0
2718,40.0,0.0,36.0,0.0,40.0,0.0
2719,40.0,0.0,36.0,0.0,40.0,0.0
2720,40.0,0.0,36.0,0.0,40.0,0.0
2721,40.0,0.0,36.0,0.0,40.0,0.0
2722,40.0,0.0,36.0,0.0,40.0,0.0
2723,40.0,0.0,36.0,0.0,40.0,0.0
2724,40.0,0.0,36.0,0.0,40.0,0.0
2725,40.0,0.0,36.0,0.0,40.0,0.0
2726,40.0,0.0,36.0,0.0,40.0,0.0
2727,40.0,0.0,36.0,0.0,40.0,0.0
2728,40.0,0.0,36.0,0.0,40.0,0.0
2729,40.0,0.0,36.0,0.0,40.0,0.0
2730,40.0,0.0,36.0,0.0,40.0,0.0
2731,40.0,0.0,36.0,0.0,40.0,0.0
2732,40.0,0.0,36.0,0.0,40.0,0.0
2733,40.0,0.0,36.0,0.0,40.0,0.0
2734,40.0,0.0,36.0,0.0,40.0,0.0
2735,40.0,0.0,36.0,0.0,40.0,0.0
2736,40.0,0.0,36.0,0.0,40.0,0.0
2737,40.0,0.0,36.0,0.0,40.0,0.0
2738,40.0,0.0,36.0,0.0,40.0,0.0
2739,40.0,0.0,36.0,0.0,40.0,0.0
2740,40.0,0.0,36.0,0.0,40.0,0.0
2741,40.0,0.0,36.0,0.0,40.0,0.0
2742,40.0,0.0,36.0,0.0,40.0,0.0
2743,40.0,0.0,36.0,0.0,40.0,0.0
2744,40.0,0.0,36.0,0.0,40.0,0.0
2745,40.0,0.0,36.0,0.0,40.0,0.0
2746,40.0,0.0,36.0,0.0,40.0,0.0
2747,40.0,0.0,36.0,0.0,40.0,0.0
2748,40.0,0.0,36.0,0.0,40.0,0.0
2749,40.0,0.0,36.0,0.0,40.0,0.0
2750,40.0,0.0,36.0,0.0,40.0,0.0
2751,40.0,0.0,36.0,0.0,40.0,0.0
2752,40.0,0.0,36.0,0.0,40.0,0.0
2753,40.0,0.0,36.0,0.0,40.0,0.0
2754,40.0,0.0,36.0,0.0,40.0,0.0
2755,40.0,0.0,36.0,0.0,40.0,0.0
2756,40.0,0.0,36.0,0.0,40.0,0.0
2757,40.0,0.0,36.0,0.0,40.0,0.0
2758,40.0,0.0,36.0,0.0,40.0,0.0
2759,40.0,0.0,36.0,0.0,40.0,0.0
2760,40.0,0.0,36.0,0.0,40.0,0.0
2761,40.0,0.0,36.0,0.0,40.0,0.0
2762,40.0,0.0,36.0,0.0,40.0,0.0
2763,40.0,0.0,36.0,0.0,40.0,0.0
2764,40.0,0.0,36.0,0.0,40.0,0.0
2765,40.0,0.0,36.0,0.0,40.0,0.0
2766,40.0,0.0,36.0,0.0,40.0,0.0
2767,40.0,0.0,36.0,0.0,40.0,0.0
2768,40.0,0.0,36.0,0.0,40.0,0.0
2769,40.0,0.0,36.0,0.0,40.0,0.0
2770,40.0,0.0,36.0,0.0,40.0,0.0
2771,40.0,0.0,36.0,0.0,40.0,0.0
2772,40.0,0.0,36.0,0.0,40.0,0.0
2773,40.0,0.0,36.0,0.0,40.0,0.0
2774,40.0,0.0,36.0,0.0,40.0,0.0
2775,40.0,0.0,36.0,0.0,40.0,0.0
2776,40.0,0.0,36.0,0.0,40.0,0.0
2777,40.0,0.0,36.0,0.0,40.0,0.0
2778,40.0,0.0,36.0,0.0,40.0,0.0
2779,40.0,0.0,36.0,0.0,40.0,0.0
2780,40.0,0.0,36.0,0.0,40.0,0.0
2781,40.0,0.0,36.0,0.0,40.0,0.0
2782,40.0,0.0,36.0,0.0,40.0,0.0
2783,40.0,0.0,36.0,0.0,40.0,0.0
2784,40.0,0.0,36.0,0.0,40.0,0.0
2785,40.0,0.0,36.0,0.0,40.0,0.0
2786,40.0,0.0,36.0,0.0,40.0,0.0
